"_","ST","County","StateFIPS","CountyFIPS","Population","Deaths","U_C_Rate"
"","","","","","","",""
"2008-2014, United States","","","","","","",""
"Death Rates per 100,000 Population","","","","","","",""
"All Injury, Suicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","",""
"Annualized Crude Rate for United States: 12.63","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","",""
"","","","","","","",""
"m4687721 created 08DEC16:23:05     downloaded 07AUG20:18:29","","","","","","",""
"","","","","","","",""
"Types of Rates:    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","Population","Deaths","U_C_Rate"
"","MT","WHEATLAND","30","107","14948","",""
"","MT","WIBAUX","30","109","7327","",""
"","MT","YELLOWSTONE","30","111","1050119","217","20.66432471"
"","NE","ADAMS","31","1","219450","27","12.30348599"
"","NE","ANTELOPE","31","3","46124","",""
"","NE","ARTHUR","31","5","3210","",""
"","NE","BANNER","31","7","5108","",""
"","NE","BLAINE","31","9","3404","",""
"","NE","BOONE","31","11","38091","",""
"","NE","BOX BUTTE","31","13","79386","",""
"","NE","BOYD","31","15","14470","",""
"","NE","BROWN","31","17","21371","",""
"","NE","BUFFALO","31","19","328180","36","10.96958986"
"","NE","BURT","31","21","47320","",""
"","NE","BUTLER","31","23","58325","",""
"","NE","CASS","31","25","177005","28","15.81876218"
"","NE","CEDAR","31","27","61397","",""
"","NE","CHASE","31","29","27739","",""
"","NE","CHERRY","31","31","40176","",""
"","NE","CHEYENNE","31","33","70437","",""
"","NE","CLAY","31","35","45178","",""
"","NE","COLFAX","31","37","72998","",""
"","NE","CUMING","31","39","63745","",""
"","NE","CUSTER","31","41","76125","",""
"","NE","DAKOTA","31","43","145971","",""
"","NE","DAWES","31","45","64066","",""
"","NE","DAWSON","31","47","169370","26","15.35100667"
"","NE","DEUEL","31","49","13685","",""
"","NE","DIXON","31","51","41548","",""
"","NE","DODGE","31","53","256853","36","14.01579892"
"","NE","DOUGLAS","31","55","3670252","359","9.781344714"
"","NE","DUNDY","31","57","13800","",""
"","NE","FILLMORE","31","59","40674","",""
"","NE","FRANKLIN","31","61","22151","",""
"","NE","FRONTIER","31","63","19191","",""
"","NE","FURNAS","31","65","34350","",""
"","NE","GAGE","31","67","154409","28","18.13365801"
"","NE","GARDEN","31","69","13892","",""
"","NE","GARFIELD","31","71","14099","",""
"","NE","GOSPER","31","73","14048","",""
"","NE","GRANT","31","75","4375","",""
"","NE","GREELEY","31","77","17544","",""
"","NE","HALL","31","79","415675","43","10.3446202"
"","NE","HAMILTON","31","81","63755","",""
"","NE","HARLAN","31","83","24147","",""
"","NE","HAYES","31","85","6776","",""
"","NE","HITCHCOCK","31","87","20269","",""
"","NE","HOLT","31","89","72950","",""
"","NE","HOOKER","31","91","5116","",""
"","NE","HOWARD","31","93","44133","",""
"","NE","JEFFERSON","31","95","52823","",""
"","NE","JOHNSON","31","97","36291","",""
"","NE","KEARNEY","31","99","45823","",""
"","NE","KEITH","31","101","57649","",""
"","NE","KEYA PAHA","31","103","5710","",""
"","NE","KIMBALL","31","105","26353","",""
"","NE","KNOX","31","107","60308","",""
"","NE","LANCASTER","31","109","2030603","215","10.5879879"
"","NE","LINCOLN","31","111","252874","43","17.00451608"
"","NE","LOGAN","31","113","5283","",""
"","NE","LOUP","31","115","4274","",""
"","NE","MC PHERSON","31","117","3706","",""
"","NE","MADISON","31","119","244367","26","10.6397345"
"","NE","MERRICK","31","121","54490","",""
"","NE","MORRILL","31","123","34689","",""
"","NE","NANCE","31","125","25814","",""
"","NE","NEMAHA","31","127","50529","",""
"","NE","NUCKOLLS","31","129","31212","",""
"","NE","OTOE","31","131","110066","",""
"","NE","PAWNEE","31","133","19231","",""
"","NE","PERKINS","31","135","20560","",""
"","NE","PHELPS","31","137","64290","",""
"","NE","PIERCE","31","139","50554","",""
"","NE","PLATTE","31","141","225938","",""
"","NE","POLK","31","143","37361","",""
"","NE","RED WILLOW","31","145","77021","",""
"","NE","RICHARDSON","31","147","58001","",""
"","NE","ROCK","31","149","10328","",""
"","NE","SALINE","31","151","99766","",""
"","NE","SARPY","31","153","1137777","91","7.998052342"
"","NE","SAUNDERS","31","155","145220","27","18.59248037"
"","NE","SCOTTS BLUFF","31","157","257344","39","15.15481224"
"","NE","SEWARD","31","159","117846","",""
"","NE","SHERIDAN","31","161","37722","",""
"","NE","SHERMAN","31","163","21877","",""
"","NE","SIOUX","31","165","9264","",""
"","NE","STANTON","31","167","42858","",""
"","NE","THAYER","31","169","36442","",""
"","NE","THOMAS","31","171","4726","",""
"","NE","THURSTON","31","173","48325","",""
"","NE","VALLEY","31","175","29589","",""
"","NE","WASHINGTON","31","177","141502","",""
"","NE","WAYNE","31","179","66466","",""
"","NE","WEBSTER","31","181","26223","",""
"","NE","WHEELER","31","183","5586","",""
"","NE","YORK","31","185","96574","",""
"","NV","CHURCHILL","32","1","171931","39","22.68351839"
"","NV","CLARK","32","3","13867827","2477","17.86148616"
"","NV","DOUGLAS","32","5","329868","79","23.94897353"
"","NV","ELKO","32","7","350777","82","23.37667521"
"","NV","ESMERALDA","32","9","5576","",""
"","NV","EUREKA","32","11","13760","",""
"","NV","HUMBOLDT","32","13","117186","33","28.16036045"
"","NV","LANDER","32","15","40816","",""
"","NV","LINCOLN","32","17","36746","",""
"","NV","LYON","32","19","361786","113","31.23393387"
"","NV","MINERAL","32","21","32673","",""
"","NV","NYE","32","23","303584","111","36.56319174"
"","NV","PERSHING","32","27","47114","",""
"","NV","STOREY","32","29","27846","",""
"","NV","WASHOE","32","31","2981812","620","20.79272603"
"","NV","WHITE PINE","32","33","69833","24","34.36770581"
"","NV","CARSON CITY","32","510","384135","100","26.03251461"
"","NH","BELKNAP","33","1","421651","71","16.83857029"
"","NH","CARROLL","33","3","333901","66","19.76633793"
"","NH","CHESHIRE","33","5","537955","93","17.28769135"
"","NH","COOS","33","7","227819","44","19.31357788"
"","NH","GRAFTON","33","9","624484","80","12.81057641"
"","NH","HILLSBOROUGH","33","11","2813323","421","14.96450994"
"","NH","MERRIMACK","33","13","1028327","146","14.1978184"
"","NH","ROCKINGHAM","33","15","2078508","276","13.27875572"
"","NH","STRAFFORD","33","17","867371","119","13.7196194"
"","NH","SULLIVAN","33","19","303974","57","18.75160376"
"","NJ","ATLANTIC","34","1","1923477","223","11.59358807"
"","NJ","BERGEN","34","3","6396296","469","7.332368608"
"","NJ","BURLINGTON","34","5","3144557","275","8.745270001"
"","NJ","CAMDEN","34","7","3590706","358","9.970184136"
"","NJ","CAPE MAY","34","9","676206","96","14.19685717"
"","NJ","CUMBERLAND","34","11","1099110","97","8.825322306"
"","NJ","ESSEX","34","13","5507548","305","5.537854595"
"","NJ","GLOUCESTER","34","15","2021647","198","9.793994698"
"","NJ","HUDSON","34","17","4520468","253","5.596765645"
"","NJ","HUNTERDON","34","19","891548","93","10.43129478"
"","NJ","MERCER","34","21","2575607","180","6.988643842"
"","NJ","MIDDLESEX","34","23","5723212","382","6.674573649"
"","NJ","MONMOUTH","34","25","4404256","357","8.105795848"
"","NJ","MORRIS","34","27","3465609","250","7.213739346"
"","NJ","OCEAN","34","29","4048587","406","10.02819008"
"","NJ","PASSAIC","34","31","3519584","231","6.56327566"
"","NJ","SALEM","34","33","459753","63","13.70301009"
"","NJ","SOMERSET","34","35","2283215","146","6.394491977"
"","NJ","SUSSEX","34","37","1034565","126","12.17903177"
"","NJ","UNION","34","39","3784833","217","5.733410166"
"","NJ","WARREN","34","41","756093","81","10.71296785"
"","NM","BERNALILLO","35","1","4657755","928","19.92376155"
"","NM","CATRON","35","3","25559","",""
"","NM","CHAVES","35","5","458606","92","20.06079292"
"","NM","CIBOLA","35","6","191228","40","20.91743887"
"","NM","COLFAX","35","7","93827","23","24.51319983"
"","NM","CURRY","35","9","342347","36","10.51564641"
"","NM","DE BACA","35","11","13642","",""
"","NM","DONA ANA","35","13","1469960","241","16.39500395"
"","NM","EDDY","35","15","380245","79","20.77607858"
"","NM","GRANT","35","17","206430","74","35.84750279"
"","NM","GUADALUPE","35","19","32306","",""
"","NM","HARDING","35","21","4870","",""
"","NM","HIDALGO","35","23","33754","",""
"","NM","LEA","35","25","461682","66","14.29555408"
"","NM","LINCOLN","35","27","141815","33","23.26975285"
"","NM","LOS ALAMOS","35","28","125472","",""
"","NM","LUNA","35","29","175206","35","19.97648482"
"","NM","MC KINLEY","35","31","506151","133","26.2767435"
"","NM","MORA","35","33","33376","",""
"","NM","OTERO","35","35","451438","118","26.13869457"
"","NM","QUAY","35","37","61999","",""
"","NM","RIO ARRIBA","35","39","280735","67","23.86592338"
"","NM","ROOSEVELT","35","41","138426","",""
"","NM","SANDOVAL","35","43","929503","177","19.04243451"
"","NM","SAN JUAN","35","45","892943","193","21.61392161"
"","NM","SAN MIGUEL","35","47","203083","41","20.18878981"
"","NM","SANTA FE","35","49","1016381","223","21.94059118"
"","NM","SIERRA","35","51","82671","28","33.86919234"
"","NM","SOCORRO","35","53","123967","32","25.81332129"
"","NM","TAOS","35","55","230068","56","24.34062973"
"","NM","TORRANCE","35","57","112861","28","24.80927867"
"","NM","UNION","35","59","30977","",""
"","NM","VALENCIA","35","61","532828","102","19.14313812"
"","NY","ALBANY","36","1","2139291","195","9.115169465"
"","NY","ALLEGANY","36","3","340039","46","13.52786004"
"","NY","BRONX","36","5","9804373","528","5.385352026"
"","NY","BROOME","36","7","1396121","163","11.6752058"
"","NY","CATTARAUGUS","36","9","558327","74","13.25388169"
"","NY","CAYUGA","36","11","558258","66","11.82249068"
"","NY","CHAUTAUQUA","36","13","938273","111","11.83024557"
"","NY","CHEMUNG","36","15","620641","69","11.11753816"
"","NY","CHENANGO","36","17","351449","35","9.958770689"
"","NY","CLINTON","36","19","573889","71","12.37173042"
"","NY","COLUMBIA","36","21","438981","63","14.3514184"
"","NY","CORTLAND","36","23","345127","38","11.01043964"
"","NY","DELAWARE","36","25","332782","51","15.32534813"
"","NY","DUTCHESS","36","27","2079896","221","10.62553128"
"","NY","ERIE","36","29","6443577","665","10.32035467"
"","NY","ESSEX","36","31","274353","38","13.8507689"
"","NY","FRANKLIN","36","33","361169","45","12.4595411"
"","NY","FULTON","36","35","385574","42","10.89285066"
"","NY","GENESEE","36","37","418383","54","12.90683417"
"","NY","GREENE","36","39","342034","37","10.81763801"
"","NY","HAMILTON","36","41","33670","",""
"","NY","HERKIMER","36","43","450505","55","12.20852155"
"","NY","JEFFERSON","36","45","824113","111","13.4690267"
"","NY","KINGS","36","47","17796745","900","5.057104544"
"","NY","LEWIS","36","49","189765","31","16.33599452"
"","NY","LIVINGSTON","36","51","455525","47","10.31776522"
"","NY","MADISON","36","53","509942","63","12.35434618"
"","NY","MONROE","36","55","5224483","453","8.670714404"
"","NY","MONTGOMERY","36","57","349636","43","12.29850473"
"","NY","NASSAU","36","59","9408255","628","6.674989145"
"","NY","NEW YORK","36","61","11259824","867","7.699942734"
"","NY","NIAGARA","36","63","1506664","206","13.67259057"
"","NY","ONEIDA","36","65","1638839","173","10.55625354"
"","NY","ONONDAGA","36","67","3267938","334","10.22051214"
"","NY","ONTARIO","36","69","758091","92","12.13574624"
"","NY","ORANGE","36","71","2614282","219","8.377061082"
"","NY","ORLEANS","36","73","298727","32","10.71212177"
"","NY","OSWEGO","36","75","852671","120","14.0734234"
"","NY","OTSEGO","36","77","433767","52","11.98800278"
"","NY","PUTNAM","36","79","697624","60","8.600621538"
"","NY","QUEENS","36","81","15809153","985","6.230567824"
"","NY","RENSSELAER","36","83","1116243","114","10.21283"
"","NY","RICHMOND","36","85","3287406","209","6.357596232"
"","NY","ROCKLAND","36","87","2204209","140","6.351484818"
"","NY","ST LAWRENCE","36","89","784052","86","10.96866024"
"","NY","SARATOGA","36","91","1548082","177","11.43350288"
"","NY","SCHENECTADY","36","93","1083109","114","10.52525646"
"","NY","SCHOHARIE","36","95","226516","29","12.80262763"
"","NY","SCHUYLER","36","97","129375","",""
"","NY","SENECA","36","99","246822","31","12.55965838"
"","NY","STEUBEN","36","101","692310","92","13.28884459"
"","NY","SUFFOLK","36","103","10467897","925","8.836540902"
"","NY","SULLIVAN","36","105","539965","86","15.92695823"
"","NY","TIOGA","36","107","355139","36","10.13687598"
"","NY","TOMPKINS","36","109","717613","78","10.86936831"
"","NY","ULSTER","36","111","1273919","148","11.61769312"
"","NY","WARREN","36","113","458516","58","12.64950405"
"","NY","WASHINGTON","36","115","440779","72","16.33471649"
"","NY","WAYNE","36","117","651857","73","11.19877519"
"","NY","WESTCHESTER","36","119","6691813","477","7.128113114"
"","NY","WYOMING","36","121","292972","52","17.74913644"
"","NY","YATES","36","123","177046","23","12.9909741"
"","NC","ALAMANCE","37","1","1065804","122","11.44675757"
"","NC","ALEXANDER","37","3","259693","52","20.0236433"
"","NC","ALLEGHANY","37","5","77138","",""
"","NC","ANSON","37","7","185357","24","12.94798686"
"","NC","ASHE","37","9","189883","40","21.06560356"
"","NC","AVERY","37","11","124705","26","20.84920412"
"","NC","BEAUFORT","37","13","332710","51","15.3286646"
"","NC","BERTIE","37","15","145741","",""
"","NC","BLADEN","37","17","244105","26","10.65115422"
"","NC","BRUNSWICK","37","19","772916","120","15.52561986"
"","NC","BUNCOMBE","37","21","1692603","308","18.19682465"
"","NC","BURKE","37","23","632999","114","18.00950712"
"","NC","CABARRUS","37","25","1271506","174","13.68455988"
"","NC","CALDWELL","37","27","576050","101","17.53320024"
"","NC","CAMDEN","37","29","70319","",""
"","NC","CARTERET","37","31","469344","89","18.96263721"
"","NC","CASWELL","37","33","164445","24","14.59454529"
"","NC","CATAWBA","37","35","1080769","182","16.83986125"
"","NC","CHATHAM","37","37","454447","64","14.08305039"
"","NC","CHEROKEE","37","39","190722","42","22.02158115"
"","NC","CHOWAN","37","41","103302","",""
"","NC","CLAY","37","43","74127","",""
"","NC","CLEVELAND","37","45","683726","117","17.11211801"
"","NC","COLUMBUS","37","47","402359","47","11.68111065"
"","NC","CRAVEN","37","49","723800","93","12.84885327"
"","NC","CUMBERLAND","37","51","2248241","311","13.83303658"
"","NC","CURRITUCK","37","53","167669","30","17.89239514"
"","NC","DARE","37","55","239824","43","17.9298152"
"","NC","DAVIDSON","37","57","1141632","150","13.1390851"
"","NC","DAVIE","37","59","288755","49","16.96940313"
"","NC","DUPLIN","37","61","411316","51","12.3992259"
"","NC","DURHAM","37","63","1933609","171","8.843566616"
"","NC","EDGECOMBE","37","65","391497","36","9.195472762"
"","NC","FORSYTH","37","67","2482783","300","12.08321468"
"","NC","FRANKLIN","37","69","427299","70","16.38197141"
"","NC","GASTON","37","71","1452229","229","15.7688629"
"","NC","GATES","37","73","83653","",""
"","NC","GRAHAM","37","75","61201","",""
"","NC","GRANVILLE","37","77","409810","61","14.88494668"
"","NC","GREENE","37","79","149227","",""
"","NC","GUILFORD","37","81","3465413","345","9.955523339"
"","NC","HALIFAX","37","83","379790","40","10.53213618"
"","NC","HARNETT","37","85","828520","102","12.31110897"
"","NC","HAYWOOD","37","87","413108","69","16.70265403"
"","NC","HENDERSON","37","89","753141","142","18.85437123"
"","NC","HERTFORD","37","91","171416","",""
"","NC","HOKE","37","93","338965","28","8.260439868"
"","NC","HYDE","37","95","40324","",""
"","NC","IREDELL","37","97","1129202","135","11.95534546"
"","NC","JACKSON","37","99","281759","44","15.61618262"
"","NC","JOHNSTON","37","101","1204201","149","12.37334963"
"","NC","JONES","37","103","71110","",""
"","NC","LEE","37","105","408631","39","9.544062981"
"","NC","LENOIR","37","107","414339","48","11.58471686"
"","NC","LINCOLN","37","109","548775","73","13.30235525"
"","NC","MC DOWELL","37","111","314472","54","17.17164008"
"","NC","MACON","37","113","236621","47","19.86298765"
"","NC","MADISON","37","115","146032","24","16.43475403"
"","NC","MARTIN","37","117","168598","28","16.60755169"
"","NC","MECKLENBURG","37","119","6635412","626","9.434229555"
"","NC","MITCHELL","37","121","108357","",""
"","NC","MONTGOMERY","37","123","193622","24","12.39528566"
"","NC","MOORE","37","125","625935","102","16.29562175"
"","NC","NASH","37","127","666045","75","11.26050042"
"","NC","NEW HANOVER","37","129","1445148","212","14.66977777"
"","NC","NORTHAMPTON","37","131","151004","",""
"","NC","ONSLOW","37","133","1254936","189","15.06052898"
"","NC","ORANGE","37","135","948260","104","10.96745618"
"","NC","PAMLICO","37","137","91579","21","22.9310213"
"","NC","PASQUOTANK","37","139","282210","27","9.567343468"
"","NC","PENDER","37","141","373094","63","16.88582502"
"","NC","PERQUIMANS","37","143","94075","",""
"","NC","PERSON","37","145","274899","48","17.46095839"
"","NC","PITT","37","147","1189208","113","9.502122421"
"","NC","POLK","37","149","142748","27","18.91445064"
"","NC","RANDOLPH","37","151","992649","164","16.52144917"
"","NC","RICHMOND","37","153","324673","47","14.47610365"
"","NC","ROBESON","37","155","939026","111","11.82075896"
"","NC","ROCKINGHAM","37","157","649896","89","13.69449881"
"","NC","ROWAN","37","159","967612","154","15.91547025"
"","NC","RUTHERFORD","37","161","470641","82","17.42304644"
"","NC","SAMPSON","37","163","445088","56","12.58178158"
"","NC","SCOTLAND","37","165","253004","",""
"","NC","STANLY","37","167","423702","76","17.93713506"
"","NC","STOKES","37","169","329139","64","19.44467231"
"","NC","SURRY","37","171","513824","88","17.12648689"
"","NC","SWAIN","37","173","98146","",""
"","NC","TRANSYLVANIA","37","175","230128","44","19.1197942"
"","NC","TYRRELL","37","177","29802","",""
"","NC","UNION","37","179","1438269","155","10.77684355"
"","NC","VANCE","37","181","315298","46","14.58937259"
"","NC","WAKE","37","183","6496765","579","8.912127805"
"","NC","WARREN","37","185","145074","",""
"","NC","WASHINGTON","37","187","90798","",""
"","NC","WATAUGA","37","189","360575","54","14.97607987"
"","NC","WAYNE","37","191","861328","98","11.37777943"
"","NC","WILKES","37","193","484156","80","16.52359983"
"","NC","WILSON","37","195","567904","52","9.156477151"
"","NC","YADKIN","37","197","267033","43","16.10287867"
"","NC","YANCEY","37","199","124268","",""
"","ND","ADAMS","38","1","16362","",""
"","ND","BARNES","38","3","77541","",""
"","ND","BENSON","38","5","47047","",""
"","ND","BILLINGS","38","7","5888","",""
"","ND","BOTTINEAU","38","9","45660","",""
"","ND","BOWMAN","38","11","22265","",""
"","ND","BURKE","38","13","14594","",""
"","ND","BURLEIGH","38","15","588975","94","15.95993039"
"","ND","CASS","38","17","1081869","131","12.1086749"
"","ND","CAVALIER","38","19","27602","",""
"","ND","DICKEY","38","21","36753","",""
"","ND","DIVIDE","38","23","15232","",""
"","ND","DUNN","38","25","26805","",""
"","ND","EDDY","38","27","16762","",""
"","ND","EMMONS","38","29","24617","",""
"","ND","FOSTER","38","31","23576","",""
"","ND","GOLDEN VALLEY","38","33","12172","",""
"","ND","GRAND FORKS","38","35","474072","61","12.86724379"
"","ND","GRANT","38","37","16658","",""
"","ND","GRIGGS","38","39","16577","",""
"","ND","HETTINGER","38","41","17840","",""
"","ND","KIDDER","38","43","16983","",""
"","ND","LA MOURE","38","45","29005","",""
"","ND","LOGAN","38","47","13735","",""
"","ND","MC HENRY","38","49","39282","",""
"","ND","MC INTOSH","38","51","19683","",""
"","ND","MC KENZIE","38","53","53697","",""
"","ND","MC LEAN","38","55","64211","",""
"","ND","MERCER","38","57","59356","",""
"","ND","MORTON","38","59","195786","32","16.344376"
"","ND","MOUNTRAIL","38","61","58253","",""
"","ND","NELSON","38","63","21702","",""
"","ND","OLIVER","38","65","12922","",""
"","ND","PEMBINA","38","67","51208","",""
"","ND","PIERCE","38","69","30707","",""
"","ND","RAMSEY","38","71","80379","",""
"","ND","RANSOM","38","73","38485","",""
"","ND","RENVILLE","38","75","17541","",""
"","ND","RICHLAND","38","77","114205","",""
"","ND","ROLETTE","38","79","99190","",""
"","ND","SARGENT","38","81","27218","",""
"","ND","SHERIDAN","38","83","9240","",""
"","ND","SIOUX","38","85","29796","",""
"","ND","SLOPE","38","87","5181","",""
"","ND","STARK","38","89","182198","35","19.20987058"
"","ND","STEELE","38","91","13803","",""
"","ND","STUTSMAN","38","93","147087","",""
"","ND","TOWNER","38","95","15940","",""
"","ND","TRAILL","38","97","56819","",""
"","ND","WALSH","38","99","77777","",""
"","ND","WARD","38","101","447738","76","16.9742126"
"","ND","WELLS","38","103","29516","",""
"","ND","WILLIAMS","38","105","177904","43","24.17033906"
"","OH","ADAMS","39","1","198880","41","20.6154465"
"","OH","ALLEN","39","3","741066","76","10.25549681"
"","OH","ASHLAND","39","5","372623","40","10.73471042"
"","OH","ASHTABULA","39","7","705226","118","16.73222485"
"","OH","ATHENS","39","9","452904","47","10.37747514"
"","OH","AUGLAIZE","39","11","321510","37","11.5081957"
"","OH","BELMONT","39","13","489870","85","17.35154225"
"","OH","BROWN","39","15","311687","54","17.32507291"
"","OH","BUTLER","39","17","2585654","334","12.91742824"
"","OH","CARROLL","39","19","200641","24","11.96166287"
"","OH","CHAMPAIGN","39","21","278692","43","15.42921935"
"","OH","CLARK","39","23","964804","138","14.30342329"
"","OH","CLERMONT","39","25","1389380","228","16.41019735"
"","OH","CLINTON","39","27","294575","36","12.22099635"
"","OH","COLUMBIANA","39","29","749527","133","17.74452421"
"","OH","COSHOCTON","39","31","257657","39","15.13640227"
"","OH","CRAWFORD","39","33","303400","34","11.20632828"
"","OH","CUYAHOGA","39","35","8916076","971","10.89044104"
"","OH","DARKE","39","37","368422","51","13.84282155"
"","OH","DEFIANCE","39","39","272214","26","9.551308897"
"","OH","DELAWARE","39","41","1245541","107","8.590644547"
"","OH","ERIE","39","43","536803","73","13.59902981"
"","OH","FAIRFIELD","39","45","1029574","106","10.29552028"
"","OH","FAYETTE","39","47","202211","22","10.87972464"
"","OH","FRANKLIN","39","49","8281859","945","11.41048163"
"","OH","FULTON","39","51","298268","39","13.07548916"
"","OH","GALLIA","39","53","215547","39","18.09350165"
"","OH","GEAUGA","39","55","656092","76","11.5837413"
"","OH","GREENE","39","57","1137715","127","11.16272529"
"","OH","GUERNSEY","39","59","279540","51","18.24425842"
"","OH","HAMILTON","39","61","5618426","669","11.90724947"
"","OH","HANCOCK","39","63","526303","57","10.83026318"
"","OH","HARDIN","39","65","223470","",""
"","OH","HARRISON","39","67","110229","",""
"","OH","HENRY","39","69","197328","23","11.65572042"
"","OH","HIGHLAND","39","71","303597","48","15.81043291"
"","OH","HOCKING","39","73","204273","43","21.05026117"
"","OH","HOLMES","39","75","300085","",""
"","OH","HURON","39","77","415830","58","13.9480076"
"","OH","JACKSON","39","79","231025","47","20.3441186"
"","OH","JEFFERSON","39","81","482468","73","15.13053715"
"","OH","KNOX","39","83","426120","37","8.683000094"
"","OH","LAKE","39","85","1607915","239","14.8639698"
"","OH","LAWRENCE","39","87","435812","50","11.47283691"
"","OH","LICKING","39","89","1168537","164","14.03464332"
"","OH","LOGAN","39","91","320076","46","14.37158675"
"","OH","LORAIN","39","93","2112912","263","12.44727655"
"","OH","LUCAS","39","95","3077563","369","11.99000638"
"","OH","MADISON","39","97","303171","29","9.565558711"
"","OH","MAHONING","39","99","1661086","196","11.79950948"
"","OH","MARION","39","101","464245","43","9.262350698"
"","OH","MEDINA","39","103","1212313","111","9.156051284"
"","OH","MEIGS","39","105","165170","32","19.37397833"
"","OH","MERCER","39","107","285868","33","11.54378944"
"","OH","MIAMI","39","109","720729","81","11.2386209"
"","OH","MONROE","39","111","102584","",""
"","OH","MONTGOMERY","39","113","3745941","561","14.97621025"
"","OH","MORGAN","39","115","105063","",""
"","OH","MORROW","39","117","244733","23","9.397997001"
"","OH","MUSKINGUM","39","119","601278","97","16.13230486"
"","OH","NOBLE","39","121","102124","",""
"","OH","OTTAWA","39","123","289591","36","12.43132556"
"","OH","PAULDING","39","125","135824","",""
"","OH","PERRY","39","127","252168","39","15.46587989"
"","OH","PICKAWAY","39","129","392068","52","13.2630054"
"","OH","PIKE","39","131","199933","",""
"","OH","PORTAGE","39","133","1129240","119","10.538061"
"","OH","PREBLE","39","135","294627","46","15.61296147"
"","OH","PUTNAM","39","137","240569","25","10.3920289"
"","OH","RICHLAND","39","139","865803","107","12.35846954"
"","OH","ROSS","39","141","543236","82","15.09472863"
"","OH","SANDUSKY","39","143","424750","59","13.89052384"
"","OH","SCIOTO","39","145","550944","62","11.25341233"
"","OH","SENECA","39","147","394711","40","10.13399677"
"","OH","SHELBY","39","149","344892","38","11.01794185"
"","OH","STARK","39","151","2628987","374","14.22601177"
"","OH","SUMMIT","39","153","3792740","486","12.81395508"
"","OH","TRUMBULL","39","155","1461878","233","15.93840252"
"","OH","TUSCARAWAS","39","157","648335","75","11.56809366"
"","OH","UNION","39","159","368012","43","11.6844016"
"","OH","VAN WERT","39","161","201056","21","10.44485119"
"","OH","VINTON","39","163","93538","",""
"","OH","WARREN","39","165","1507194","153","10.1513143"
"","OH","WASHINGTON","39","167","431459","59","13.67453223"
"","OH","WAYNE","39","169","804107","88","10.94381718"
"","OH","WILLIAMS","39","171","263827","37","14.02434171"
"","OH","WOOD","39","173","890901","86","9.653148891"
"","OH","WYANDOT","39","175","157995","",""
"","OK","ADAIR","40","1","156688","",""
"","OK","ALFALFA","40","3","39732","",""
"","OK","ATOKA","40","5","98198","",""
"","OK","BEAVER","40","7","38977","",""
"","OK","BECKHAM","40","9","159973","43","26.87953592"
"","OK","BLAINE","40","11","75115","",""
"","OK","BRYAN","40","13","301056","47","15.61171344"
"","OK","CADDO","40","15","205755","43","20.89864159"
"","OK","CANADIAN","40","17","836506","128","15.3017432"
"","OK","CARTER","40","19","335552","58","17.28495136"
"","OK","CHEROKEE","40","21","331859","67","20.18929726"
"","OK","CHOCTAW","40","23","106088","22","20.73750094"
"","OK","CIMARRON","40","25","16915","",""
"","OK","CLEVELAND","40","27","1822173","251","13.77476233"
"","OK","COAL","40","29","41116","",""
"","OK","COMANCHE","40","31","864839","126","14.56918571"
"","OK","COTTON","40","33","43145","",""
"","OK","CRAIG","40","35","103757","25","24.09475987"
"","OK","CREEK","40","37","491153","98","19.95304925"
"","OK","CUSTER","40","39","196612","28","14.24124672"
"","OK","DELAWARE","40","41","289341","56","19.35432586"
"","OK","DEWEY","40","43","33582","",""
"","OK","ELLIS","40","45","28733","",""
"","OK","GARFIELD","40","47","427001","79","18.50112763"
"","OK","GARVIN","40","49","192258","44","22.88591372"
"","OK","GRADY","40","51","369601","60","16.23372231"
"","OK","GRANT","40","53","31688","",""
"","OK","GREER","40","55","43230","",""
"","OK","HARMON","40","57","20106","",""
"","OK","HARPER","40","59","26028","",""
"","OK","HASKELL","40","61","89611","",""
"","OK","HUGHES","40","63","96291","",""
"","OK","JACKSON","40","65","183643","22","11.97976509"
"","OK","JEFFERSON","40","67","44830","",""
"","OK","JOHNSTON","40","69","76787","27","35.16220194"
"","OK","KAY","40","71","322263","53","16.44619457"
"","OK","KINGFISHER","40","73","105645","",""
"","OK","KIOWA","40","75","65872","",""
"","OK","LATIMER","40","77","76843","",""
"","OK","LE FLORE","40","79","349945","68","19.43162497"
"","OK","LINCOLN","40","81","239512","37","15.44807776"
"","OK","LOGAN","40","83","299370","37","12.35928784"
"","OK","LOVE","40","85","66490","",""
"","OK","MC CLAIN","40","87","246005","36","14.63384891"
"","OK","MC CURTAIN","40","89","231902","54","23.28569827"
"","OK","MC INTOSH","40","91","141752","30","21.16372256"
"","OK","MAJOR","40","93","53233","",""
